,molecule_chembl_id,canonical_smiles,pIC50,mol,is_lipinski,RotatableBonds,mw,logp,hbd,hba,TPSA,QED
954,CHEMBL3667602,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(C)c(Cl)cc2C)c1,6.767003889607846,<rdkit.Chem.rdchem.Mol object at 0x17679f990>,True,4,420.9620000000001,4.365480000000003,1,3,66.48,0.7982836886324782
955,CHEMBL3667564,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(Cl)cc(Cl)c2)cc1,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x17679fa00>,True,5,429.32500000000005,3.793800000000002,1,4,75.71000000000001,0.78493053705055
956,CHEMBL3667560,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(C)c(Cl)c2)c1,8.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x17679fa70>,True,5,424.97500000000014,4.162120000000003,1,4,66.48,0.7315242380111768
957,CHEMBL3667571,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(C)c(C)c2)cc1,7.5376020021010435,<rdkit.Chem.rdchem.Mol object at 0x17679fae0>,True,5,388.4890000000001,3.1038400000000017,1,4,75.71000000000001,0.8539609074782488
958,CHEMBL3667556,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(C(F)(F)F)cc2)c1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x17679fb50>,True,5,444.50000000000006,4.219100000000004,1,4,66.48,0.7016677273065868
959,CHEMBL3667558,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(SC)c2)cc1OC,8.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x17679fbc0>,True,7,436.5550000000001,3.217500000000002,1,6,84.94000000000001,0.6711311587611775
960,CHEMBL3667576,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(OC)ccc2Cl)cc1,6.892790030352131,<rdkit.Chem.rdchem.Mol object at 0x17679fc30>,True,6,424.90600000000006,3.149000000000002,1,5,84.94000000000001,0.7694869379391566
961,CHEMBL3667568,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(C)c2)cc1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x17679fca0>,True,5,374.46200000000005,2.795420000000001,1,4,75.71000000000001,0.8731578394695021
962,CHEMBL3667557,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Cl)cc2)c1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x17679fd10>,True,5,410.9480000000001,3.8537000000000026,1,4,66.48,0.7599606252314179
963,CHEMBL3667604,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Br)cc2C)c1,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x17679fd80>,True,4,451.3860000000001,4.166160000000003,1,3,66.48,0.7592319115020766
964,CHEMBL3667594,C=Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,7.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x17679fdf0>,True,5,384.5010000000001,3.738240000000003,1,3,66.48,0.8539485916606562
965,CHEMBL3667552,CCCc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(SC)c2)cc1,7.327902142064283,<rdkit.Chem.rdchem.Mol object at 0x17679fe60>,True,7,418.584,4.152800000000004,1,4,66.48,0.6860781070765412
966,CHEMBL3667589,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)c1,7.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x17679fed0>,True,4,408.5230000000001,4.248440000000003,1,3,66.48,0.7018430493617626
967,CHEMBL3667569,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(OC)c2)cc1,7.327902142064283,<rdkit.Chem.rdchem.Mol object at 0x17679ff40>,True,6,390.46100000000007,2.4956000000000005,1,5,84.94000000000001,0.8191672319195409
969,CHEMBL3667551,COc1cccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(SC)c2)c1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x1767500b0>,True,6,406.529,3.2089000000000016,1,5,75.71000000000001,0.7457956957253417
970,CHEMBL3667554,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(SC)c2)cc1,8.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x176750120>,True,6,406.52900000000005,3.2089000000000016,1,5,75.71000000000001,0.7457956957253418
971,CHEMBL3667581,CCc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(OC)cc2)c1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x176750190>,True,6,388.4890000000001,3.049400000000001,1,4,75.71000000000001,0.8252456102060947
972,CHEMBL3667567,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(Br)c2)cc1,7.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x176750200>,True,5,439.331,3.249500000000001,1,4,75.71000000000001,0.7764251289139652
973,CHEMBL3667598,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)c1,7.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x176750270>,True,4,460.9050000000001,4.767440000000004,1,3,66.48,0.7144796614559258
974,CHEMBL3667599,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(C)cc2Br)c1,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x1767502e0>,True,4,451.3860000000001,4.166160000000003,1,3,66.48,0.7592319115020766
975,CHEMBL3667562,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,8.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x176750350>,True,5,445.39300000000014,4.507100000000004,1,4,66.48,0.6883555628830111
976,CHEMBL3667592,COc1cc(C)ccc1S(=O)(=O)N1CCC[C@H]1C(=O)Nc1cc(C)cc(C)c1,6.774690718274137,<rdkit.Chem.rdchem.Mol object at 0x1767503c0>,True,5,402.5160000000001,3.4122600000000016,1,4,75.71000000000001,0.8315580582592296
977,CHEMBL3667603,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(C)cc2C)c1,6.966576244513051,<rdkit.Chem.rdchem.Mol object at 0x176750430>,True,4,386.5170000000001,3.712080000000003,1,3,66.48,0.8709745077254359
978,CHEMBL3667597,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(C(F)(F)F)ccc2Cl)c1,7.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x1767504a0>,True,4,460.9050000000001,4.767440000000004,1,3,66.48,0.7144796614559258
979,CHEMBL3667584,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(F)c(C)c2)cc1,7.552841968657781,<rdkit.Chem.rdchem.Mol object at 0x176750510>,True,5,392.45200000000006,2.934520000000001,1,4,75.71000000000001,0.8489425087507376
980,CHEMBL3667582,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(Cl)ccc2OC)cc1,6.679853713888946,<rdkit.Chem.rdchem.Mol object at 0x176750580>,True,6,424.90600000000006,3.149000000000002,1,5,84.94000000000001,0.7694869379391566
981,CHEMBL3667580,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc3c(c2)CCC3)cc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x1767505f0>,True,5,400.50000000000017,2.9757000000000016,1,4,75.71000000000001,0.8372476948852408
982,CHEMBL3667563,O=C(Nc1ccccc1)[C@@H]1CCCN1S(=O)(=O)c1ccc(Br)s1,6.785156151952302,<rdkit.Chem.rdchem.Mol object at 0x176750660>,True,4,415.334,3.3024000000000022,1,4,66.48,0.8335592714305441
983,CHEMBL3667575,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)ccc2Cl)cc1,6.649751981665837,<rdkit.Chem.rdchem.Mol object at 0x1767506d0>,True,5,408.90700000000004,3.448820000000002,1,4,75.71000000000001,0.8216400955692293
984,CHEMBL3667572,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc3ccccc23)cc1,6.767003889607846,<rdkit.Chem.rdchem.Mol object at 0x176750740>,True,5,410.49500000000006,3.640200000000002,1,4,75.71000000000001,0.6968081446979375
985,CHEMBL3667586,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(Cl)c(C)c2)cc1,7.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x1767507b0>,True,5,408.90700000000004,3.448820000000002,1,4,75.71000000000001,0.8216400955692293
986,CHEMBL3667550,O=C(Nc1cccc(OC(F)(F)F)c1)[C@@H]1CCCN1S(=O)(=O)c1ccc(Br)s1,6.982966660701219,<rdkit.Chem.rdchem.Mol object at 0x176750820>,True,5,499.3300000000001,4.201000000000002,1,5,75.71000000000001,0.6695626349176573
989,CHEMBL3667570,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(N(C)C)c2)cc1,7.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x176750900>,True,6,403.5040000000001,2.553000000000001,1,5,78.95,0.8019655236473269
990,CHEMBL3667587,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(Cl)c(Cl)c2)cc1,7.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x176750970>,True,5,429.32500000000005,3.793800000000002,1,4,75.71000000000001,0.78493053705055
991,CHEMBL3667593,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Cl)cc2)c1,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x1767509e0>,True,4,392.908,3.7486400000000026,1,3,66.48,0.8611661676408509
992,CHEMBL3667600,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c1,7.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x176750a50>,True,4,460.90500000000003,4.767440000000004,1,3,66.48,0.7144796614559261
993,CHEMBL3667561,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Br)cc2)c1,8.0,<rdkit.Chem.rdchem.Mol object at 0x176750ac0>,True,5,455.39900000000006,3.962800000000003,1,4,66.48,0.6935944118112847
994,CHEMBL3667549,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Br)s2)c1,8.0,<rdkit.Chem.rdchem.Mol object at 0x176750b30>,True,5,461.42800000000005,4.024300000000003,1,5,66.48,0.6834620709976575
996,CHEMBL3667585,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)ccc2F)cc1,7.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x176750ba0>,True,5,392.45200000000006,2.934520000000001,1,4,75.71000000000001,0.8489425087507376
998,CHEMBL3667555,CSc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc(Cl)c2)c1,8.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x176750c80>,True,5,410.9480000000001,3.8537000000000026,1,4,66.48,0.7599606252314179
999,CHEMBL3667588,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Br)cc2)c1,7.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x176750cf0>,True,4,437.35900000000004,3.8577400000000024,1,3,66.48,0.7903047296738077
1000,CHEMBL3667579,CCOc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(OC)cc2)c1,7.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x176750d60>,True,7,404.4880000000001,2.885700000000001,1,5,84.94000000000001,0.7670288070696821
1001,CHEMBL3667601,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,6.801342913045577,<rdkit.Chem.rdchem.Mol object at 0x176750dd0>,True,4,427.35300000000007,4.402040000000003,1,3,66.48,0.786679254793415
1002,CHEMBL3667595,COc1ccc(C)cc1S(=O)(=O)N1CCC[C@H]1C(=O)Nc1cc(C)cc(C)c1,8.397940008672037,<rdkit.Chem.rdchem.Mol object at 0x176750e40>,True,5,402.5160000000001,3.4122600000000016,1,4,75.71000000000001,0.8315580582592296
1003,CHEMBL3667565,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(C(F)(F)F)c2)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x176750eb0>,True,5,428.432,3.5058000000000016,1,4,75.71000000000001,0.7910319370930637
1007,CHEMBL3742089,COc1ccc(CC2CCCCN2C(=O)c2cc(C)ccc2-n2nccn2)cc1OC,8.481486060122112,<rdkit.Chem.rdchem.Mol object at 0x176751000>,True,6,420.5130000000001,3.830320000000003,0,5,69.48,0.606204156609485
1009,CHEMBL3740505,COc1cccc(CCC2CCCCN2C(=O)c2cc(C)ccc2-n2nccn2)c1,6.614393726401688,<rdkit.Chem.rdchem.Mol object at 0x1767510e0>,True,6,404.51400000000007,4.211820000000004,0,4,60.25,0.6174207348819986
1010,CHEMBL3740506,COc1ccc(C[C@@H]2CCCN2C(=O)c2cc(C)ccc2-n2nccn2)cc1OC,8.075720713938118,<rdkit.Chem.rdchem.Mol object at 0x176751150>,True,6,406.4860000000001,3.440220000000002,0,5,69.48,0.6272330892666426
1011,CHEMBL3739682,COc1ccc(C[C@@H]2CCCN2C(=O)c2ccccc2-n2nccn2)cc1OC,8.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x1767511c0>,True,6,392.4590000000001,3.131800000000002,0,5,69.48,0.644639682929193
1012,CHEMBL3740565,COc1ccc(C[C@@H]2CCCN2C(=O)c2cc(C)ccc2-n2cccn2)cc1OC,7.187086643357144,<rdkit.Chem.rdchem.Mol object at 0x176751230>,True,6,405.4980000000001,4.045220000000003,0,4,56.59,0.6209739596062732
1013,CHEMBL3741003,COc1ccc(C[C@@H]2CCCN2C(=O)c2ccccc2-c2ncccn2)cc1OC,8.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x1767512a0>,True,6,403.48200000000014,4.008100000000003,0,5,64.55,0.6222774787176779
1014,CHEMBL3740670,COc1ccc(C[C@@H]2CCCN2C(=O)c2nc(C)ccc2-c2ncccn2)cc1OC,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x176751310>,True,6,418.4970000000001,3.711520000000003,0,6,77.44000000000001,0.6073270236784343
1017,CHEMBL3739613,COc1ccc(C[C@@H]2CCCN2C(=O)c2ccccc2-c2nc(C)no2)cc1OC,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x176751460>,True,6,407.4700000000002,3.909520000000003,0,6,77.69000000000001,0.6165532900543553
1035,CHEMBL3586412,COc1cccc(OC)c1C(=O)N1CCCN(c2nc3ccc(Cl)cc3s2)CC1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x176751bd0>,True,4,431.9450000000001,4.3194000000000035,0,6,54.900000000000006,0.6153749355610167
1052,CHEMBL4107152,Cc1ccc(-n2nccn2)c(C(=O)N2C[C@H](Oc3ncccc3C)CC[C@H]2C)c1,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x176751cb0>,True,4,391.47500000000014,3.3512400000000024,0,5,73.14,0.6819023716822907
1053,CHEMBL4113530,Cc1ccc(-n2nccn2)c(C(=O)N2C[C@H](Oc3cccc(C)n3)CC[C@H]2C)c1,7.327902142064283,<rdkit.Chem.rdchem.Mol object at 0x176751d20>,True,4,391.47500000000014,3.3512400000000024,0,5,73.14,0.6819023716822907
1410,CHEMBL3952014,COc1cccc(OC)c1[C@H]1CCCC(=O)N1Cc1ccc2ccccc2n1,7.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x176753b50>,True,5,376.456,4.505800000000003,0,4,51.660000000000004,0.6575839801074872
1413,CHEMBL3927724,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnc(OC(F)F)c(Cl)c1,7.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x176753bc0>,True,7,426.847,4.607400000000005,0,5,60.89,0.6467890117735231
1421,CHEMBL3920668,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(N2CCCCC2)c1,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x176753d80>,True,6,408.5420000000002,4.947900000000004,0,4,42.010000000000005,0.6783644932288895
1427,CHEMBL3933036,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-n2cccn2)c1,7.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x176753f40>,True,6,391.471,4.1433000000000035,0,4,56.59,0.6336105999301613
1432,CHEMBL3913300,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(N2CCCC2)c1,7.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x1767800b0>,True,6,394.51500000000016,4.557800000000004,0,4,42.010000000000005,0.7204080693245513
1434,CHEMBL3964578,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnn(-c2ccccc2)c1,6.939302159646388,<rdkit.Chem.rdchem.Mol object at 0x176780120>,True,6,391.471,4.1433000000000035,0,4,56.59,0.6336105999301613
1435,CHEMBL3975171,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-n2ccnc2)c1,6.7423214251308154,<rdkit.Chem.rdchem.Mol object at 0x176780190>,True,6,391.471,4.1433000000000035,0,4,56.59,0.6336105999301613
1436,CHEMBL3891082,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(N2CCCCC2)n1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x176780200>,True,6,409.5300000000002,4.342900000000004,0,5,54.900000000000006,0.7102602877080973
1441,CHEMBL3891471,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2noc(C)n2)c1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x1767802e0>,True,6,407.4700000000001,4.3160200000000035,0,6,77.69000000000001,0.6057248636627495
1446,CHEMBL3940457,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2ccccn2)n1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x1767803c0>,True,6,403.482,4.414600000000004,0,5,64.55000000000001,0.6098008774994889
1447,CHEMBL3917893,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2nccs2)n1,6.8326826652518236,<rdkit.Chem.rdchem.Mol object at 0x176780430>,True,6,409.511,4.476100000000004,0,6,64.55000000000001,0.6007390428246018
1454,CHEMBL3897703,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-n2ccnn2)c1,6.621602099051862,<rdkit.Chem.rdchem.Mol object at 0x176780660>,True,6,392.459,3.538300000000002,0,5,69.48,0.6417826290112842
1455,CHEMBL3925796,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2nc(C)sc2c1,6.782516055786093,<rdkit.Chem.rdchem.Mol object at 0x1767806d0>,True,5,396.51200000000006,4.875720000000005,0,5,51.660000000000004,0.6169963282375049
1458,CHEMBL3912213,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccnc(-c2ccccn2)c1,6.924453038607469,<rdkit.Chem.rdchem.Mol object at 0x1767807b0>,True,6,403.482,4.414600000000004,0,5,64.55000000000001,0.6098008774994889
1459,CHEMBL3940216,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(-n2cccn2)n1,6.671620396561262,<rdkit.Chem.rdchem.Mol object at 0x176780820>,True,6,392.459,3.538300000000002,0,5,69.48,0.6417826290112842
1461,CHEMBL3985696,COc1ccnc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2nccs2)c1,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x176780890>,True,6,409.511,4.476100000000004,0,6,64.55000000000001,0.6007390428246018
1463,CHEMBL3910868,COc1ccnc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2ccccn2)c1,7.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x176780970>,True,6,403.482,4.414600000000004,0,5,64.55000000000001,0.6098008774994889
1469,CHEMBL3925275,COc1cncc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2nccs2)c1,7.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x176780ac0>,True,6,409.511,4.476100000000004,0,6,64.55000000000001,0.6007390428246018
1471,CHEMBL3962237,COc1cncc(OC)c1C1CCCC(=O)N1Cc1cccc(-c2ccccn2)c1,7.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x176780ba0>,True,6,403.482,4.414600000000004,0,5,64.55000000000001,0.6098008774994889
1472,CHEMBL3913461,COc1cncc(OC)c1C1CCCC(=O)N1Cc1csc(-c2ccccc2)n1,6.609064892896621,<rdkit.Chem.rdchem.Mol object at 0x176780c10>,True,6,409.511,4.476100000000003,0,6,64.55000000000001,0.6007390428246018
1475,CHEMBL3946040,COc1cncc(OC)c1C1CCCC(=O)N1Cc1cccc(-n2nccn2)c1,6.806875401645538,<rdkit.Chem.rdchem.Mol object at 0x176780cf0>,True,6,393.447,2.933300000000001,0,6,82.37,0.640406179329845
1477,CHEMBL3900745,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnc(OC(F)F)c(C)c1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x176780dd0>,True,7,406.42900000000003,4.262420000000003,0,5,60.89,0.6875731087883143
1487,CHEMBL3965481,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1ccc2ccccc2n1,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x1767810e0>,True,5,390.48300000000006,4.895900000000005,0,4,51.660000000000004,0.6219964594101058
1497,CHEMBL3980334,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1cnc(OC(F)F)c(Cl)c1,7.070581074285707,<rdkit.Chem.rdchem.Mol object at 0x1767814d0>,True,7,440.874,4.997500000000005,0,5,60.89,0.606133409276771
1501,CHEMBL3966965,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1cccc(N2CCCC2)c1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x176781620>,True,6,408.5420000000002,4.947900000000004,0,4,42.010000000000005,0.6783644932288895
1505,CHEMBL3902815,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1cccc(-n2cccn2)c1,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x176781770>,True,6,405.49800000000005,4.533400000000004,0,4,56.59,0.6044534025514369
1509,CHEMBL3986127,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1cccc(-n2nccn2)c1,7.481486060122112,<rdkit.Chem.rdchem.Mol object at 0x176781930>,True,6,406.48600000000005,3.9284000000000026,0,5,69.48,0.6204105775855139
1511,CHEMBL3936665,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1ccnc(-n2cccn2)c1,7.0655015487564325,<rdkit.Chem.rdchem.Mol object at 0x176781a10>,True,6,406.48600000000005,3.9284000000000026,0,5,69.48,0.6204105775855139
1516,CHEMBL3955491,COc1cc(OC)c(C2CCC(=O)N2Cc2ccc(OC(F)(F)F)cc2)c(OC)c1,6.567030709125595,<rdkit.Chem.rdchem.Mol object at 0x176781bd0>,True,7,425.4030000000001,4.474700000000004,0,5,57.230000000000004,0.6550821150797135
1517,CHEMBL3933331,COc1cccc(OC)c1C1CCC(=O)N1Cc1cnc2ccccc2c1,7.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x176781c40>,True,5,362.42900000000003,4.115700000000003,0,4,51.660000000000004,0.6851810384841017
1518,CHEMBL3895462,COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc2ccccc2n1,6.866461091629782,<rdkit.Chem.rdchem.Mol object at 0x176781cb0>,True,5,362.42900000000003,4.115700000000003,0,4,51.660000000000004,0.6851810384841017
1519,CHEMBL3972041,COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc2ccccc2c1,6.94692155651658,<rdkit.Chem.rdchem.Mol object at 0x176781d20>,True,5,361.44100000000003,4.720700000000004,0,3,38.77,0.659917194089534
1520,CHEMBL3900899,COc1cccc(OC)c1C1CCC(=O)N1Cc1cnc(OC(F)F)c(Cl)c1,6.97061622231479,<rdkit.Chem.rdchem.Mol object at 0x176781d90>,True,7,412.82000000000005,4.217300000000003,0,5,60.89,0.681135312802452
1523,CHEMBL3892023,COc1cccc(OC)c1C1CCC(=O)N1Cc1cccc(-c2cccnc2)c1,6.603800652904264,<rdkit.Chem.rdchem.Mol object at 0x176781ee0>,True,6,388.46700000000004,4.629500000000004,0,4,51.660000000000004,0.6178058226337405
1524,CHEMBL3920046,COc1cccc(OC)c1C1CCC(=O)N1Cc1cccc2ccccc12,6.536107011014093,<rdkit.Chem.rdchem.Mol object at 0x176781f50>,True,5,361.44100000000003,4.720700000000004,0,3,38.77,0.659917194089534
1527,CHEMBL3983793,COc1cccc(OC)c1C1CCC(=O)N1Cc1cccc(-c2ccccn2)c1,7.251811972993799,<rdkit.Chem.rdchem.Mol object at 0x1767820a0>,True,6,388.46700000000004,4.629500000000004,0,4,51.660000000000004,0.6178058226337405
1528,CHEMBL3955148,COc1cccc(OC)c1C1CCC(=O)N1Cc1ccnc(-c2ccccc2)c1,6.91721462968355,<rdkit.Chem.rdchem.Mol object at 0x176782110>,True,6,388.46700000000004,4.629500000000004,0,4,51.660000000000004,0.6178058226337405
1529,CHEMBL3978924,COc1cccc(OC)c1C1CCC(=O)N1Cc1cccc(-c2ccccc2)n1,6.978810700930062,<rdkit.Chem.rdchem.Mol object at 0x176782180>,True,6,388.46700000000004,4.629500000000004,0,4,51.660000000000004,0.6178058226337405
1531,CHEMBL3940994,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(N2CCCC2)c1,7.130768280269024,<rdkit.Chem.rdchem.Mol object at 0x176782260>,True,6,394.5150000000002,4.413700000000004,0,4,42.010000000000005,0.7276425063752634
1532,CHEMBL3913002,COc1cccc(OC)c1C1CCC(=O)N1Cc1cccc(-c2nccs2)c1,7.050609993355087,<rdkit.Chem.rdchem.Mol object at 0x1767822d0>,True,6,394.49600000000004,4.691000000000004,0,5,51.660000000000004,0.6085426819216266
1542,CHEMBL3941481,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(N2CCCCC2)c1,6.804100347590766,<rdkit.Chem.rdchem.Mol object at 0x176782490>,True,6,408.54200000000026,4.803800000000004,0,4,42.010000000000005,0.688293858870154
1543,CHEMBL3971086,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(-n2cccn2)c1,6.578396073130169,<rdkit.Chem.rdchem.Mol object at 0x176782500>,True,6,391.47100000000006,3.9992000000000028,0,4,56.59,0.6373460647787312
1550,CHEMBL3917613,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(-c2ncccn2)c1,7.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x176782730>,True,6,403.4820000000001,4.270500000000003,0,5,64.55000000000001,0.614971322184299
1551,CHEMBL3954220,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(-c2noc(C)n2)c1,7.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x1767827a0>,True,6,407.47000000000014,4.171920000000004,0,6,77.69000000000001,0.6102543256942684
1557,CHEMBL3897884,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(-n2nccn2)c1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x1767829d0>,True,6,392.45900000000006,3.3942000000000023,0,5,69.48,0.6431212218909557
